THB,EUR,0.02717  
THB,USD,0.03179  
THB,RUB,2.53  
THB,GBP,0.02378  
EUR,THB,36.59  
EUR,USD,1.17  
EUR,RUB,92.0  
EUR,GBP,0.873  
USD,THB,31.42
USD,THB,31.42
USD,EUR,0.85  
USD,RUB,78.0  
USD,GBP,0.74  
RUB,THB,0.395  
RUB,EUR,0.0109  
RUB,USD,0.013  
RUB,GBP,0.0094  
GBP,THB,41.9  
GBP,EUR,1.146  
GBP,USD,1.35  
GBP,RUB,106.4
